iteration,time,Error 1,Error 2
42,0.126,0.004022188973460898,0.20265250617338934
43,0.129,0.0040010639768635016,0.19683638801097075
44,0.132,0.003977793746281229,0.19118719218826552
45,0.135,0.003952520124804257,0.1857001280413431
46,0.138,0.003925378542629304,0.18037054239812084
47,0.14100000000000001,0.0038964982694359262,0.17519391563235354
48,0.14400000000000002,0.0038660026575274885,0.17016585783087368
49,0.147,0.003834009376058126,0.1652821050708319
50,0.15,0.0038006306366588885,0.1605385158037801
51,0.153,0.003765973410764098,0.1559310673435316
52,0.156,0.0037301396389301483,0.15145585245481918
53,0.159,0.0036932264324271522,0.147109076039859
54,0.162,0.0036553262673763237,0.14288705192000933
55,0.165,0.0036165271716953316,0.13878619970979605
56,0.168,0.0035769129051051876,0.13480304178065333
57,0.171,0.003536563132443829,0.1309342003118047
58,0.17400000000000002,0.0034955535905232793,0.12717639442578385
59,0.177,0.0034539562487583973,0.12352643740616606
60,0.18,0.003411839463788453,0.11998123399514994
61,0.183,0.0033692681283045787,0.11653777776869938
62,0.186,0.0033263038142885117,0.11319314858701776
63,0.189,0.0032830049108624974,0.10994451011819462
64,0.192,0.0032394267569409944,0.10678910743292254
65,0.195,0.0031956217688707427,0.10372426466824593
66,0.198,0.0031516395632374336,0.10074738275836057
67,0.201,0.0031075270750120917,0.09785593723053825
68,0.20400000000000001,0.0030633286712040513,0.09504747606430887
69,0.20700000000000002,0.0030190862601818026,0.0923196176120838
70,0.21,0.002974839396817067,0.08967004857945726
71,0.213,0.0029306253836019927,0.08709652206347274
72,0.216,0.0028864793678854785,0.08459685564719145
73,0.219,0.002842434435367259,0.0821689295489464
74,0.222,0.002798521699986264,0.07981068482471279
75,0.225,0.002754770390332319,0.07752012162207018
76,0.228,0.0027112079327078794,0.07529529748427613
77,0.231,0.002667860030961891,0.07313432570301266
78,0.234,0.0026247507432115005,0.07103537371840911
79,0.23700000000000002,0.002581902555566251,0.06899666156498356
80,0.24,0.0025393364529633132,0.06701646036218666
81,0.243,0.002497071987219493,0.06509309084826599
82,0.246,0.0024551273424018062,0.0632249219562088
83,0.249,0.002413519397614279,0.06141036943055496
84,0.252,0.002372263787296988,0.05964789448390769
85,0.255,0.00233137495912708,0.05793600249200183
86,0.258,0.0022908662296117275,0.05627324172622403
87,0.261,0.0022507498374569586,0.05465820212250935
88,0.264,0.0022110369947946967,0.05308951408557053
89,0.267,0.0021717379363482762,0.05156584732744575
90,0.27,0.0021328619666113723,0.050085909739380347
91,0.273,0.002094417505115085,0.048648446296084856
92,0.276,0.0020564121298540807,0.04725223799144136
93,0.279,0.002018852618940644,0.04589610080475488
94,0.28200000000000003,0.0019817449905523677,0.04457888469667311
95,0.28500000000000003,0.0019450945412377346,0.04329947263392343
96,0.28800000000000003,0.001908905882641275,0.042056779642039854
97,0.291,0.001873182976707076,0.04084975188527673
98,0.294,0.0018379291694186686,0.03967736577292849
99,0.297,0.0018031472231303436,0.038538627091298724
100,0.3,0.0017688393475427022,0.03743257016058108
101,0.303,0.0017350072293745523,0.03635825701593786
102,0.306,0.0017016520607798962,0.035314776612081655
103,0.309,0.0016687745665586854,0.03430124405068541
104,0.312,0.0016363750302063385,0.03331679982996577
105,0.315,0.0016044533188474472,0.032360609115803386
106,0.318,0.0015730089070956615,0.03143186103378208
107,0.321,0.001542040899881313,0.030529767981546285
108,0.324,0.001511548054286769,0.029653564960893913
109,0.327,0.0014815288004274953,0.02880250892903835
110,0.33,0.0014519812614158733,0.027975878168488708
111,0.333,0.0014229032724433262,0.027172971675014878
112,0.336,0.0013942923990153348,0.026393108563177916
113,0.339,0.0013661459543719695,0.02563562748892144
114,0.342,0.0013384610161261566,0.02489988608873493
115,0.34500000000000003,0.0013112344421502234,0.024185260434912863
116,0.34800000000000003,0.0012844628857401617,0.023491144506447775
117,0.35100000000000003,0.0012581428100864932,0.022816949675108965
118,0.354,0.0012322705020789478,0.0221621042062706
119,0.357,0.0012068420854708449,0.02152605277406572
120,0.36,0.0011818535334299199,0.020908255990455732
121,0.363,0.0011573006804990577,0.020308189947815573
122,0.366,0.0011331792339907135,0.01972534577464616
123,0.369,0.0011094847848384202,0.019159229204038633
124,0.372,0.0010862128179261585,0.018609360154522896
125,0.375,0.0010633587219179806,0.018075272322946312
126,0.378,0.0010409177986071647,0.01755651278903654
127,0.381,0.0010188852718051456,0.01705264163131355
128,0.384,0.000997256295788334,0.016563231554024716
129,0.387,0.0009760259633216961,0.01608786752478698
130,0.39,0.0009551893132762429,0.015626146422628797
131,0.393,0.0009347413378567786,0.015177676696133052
132,0.396,0.0009146769894569563,0.014742078031391328
133,0.399,0.000894991187156236,0.014318981029487948
134,0.402,0.0008756788228745821,0.013908026893240215
135,0.405,0.0008567347671984084,0.013508867122928904
136,0.40800000000000003,0.0008381538748924936,0.013121163220761784
137,0.41100000000000003,0.0008199309901105668,0.012744586403818614
138,0.41400000000000003,0.0008020609513174731,0.012378817325234645
139,0.417,0.0007845385959357124,0.012023545803386515
140,0.42,0.0007673587647273398,0.011678470558849881
141,0.423,0.0007505163059234982,0.011343298958906876
142,0.426,0.0007340060791120657,0.011017746769385996
143,0.429,0.0007178229588940921,0.010701537913624175
144,0.432,0.0007019618383189197,0.010394404238346632
145,0.435,0.0006864176321081953,0.010096085286265955
146,0.438,0.000671185279677651,0.009806328075207663
147,0.441,0.0006562597479658731,0.009524886883574689
148,0.444,0.0006416360340788296,0.009251523041969176
149,0.447,0.0006273091677581644,0.00898600473079471
150,0.45,0.0006132742136813708,0.00872810678366724
151,0.453,0.0005995262736014881,0.00847761049646814
152,0.456,0.0005860604883340949,0.008234303441877673
153,0.459,0.000572872039597597,0.007997979289230914
154,0.462,0.0005599561517147689,0.007768437629544052
155,0.465,0.0005473080931814958,0.007545483805562475
156,0.468,0.0005349231781089845,0.007328928746686358
157,0.47100000000000003,0.0005227967675455749,0.007118588808633938
158,0.47400000000000003,0.000510924270683775,0.006914285617706388
159,0.47700000000000004,0.0004993011459582998,0.006715845919522334
160,0.48,0.00048792290203994085,0.006523101432093599
161,0.483,0.0004767850987310895,0.006335888703117844
162,0.486,0.00046588334776706764,0.006154048971366704
163,0.489,0.0004552133135283776,0.005977428032052222
164,0.492,0.00044477071366824043,0.0058058761060571715
165,0.495,0.00043455131965970195,0.005639247712918509
166,0.498,0.00042455095726664664,0.00547740154745628
167,0.501,0.00041476550694202974,0.005320200359942903
168,0.504,0.0004051909041581702,0.005167510839712135
169,0.507,0.00039582313967193353,0.005019203502108208
170,0.51,0.0003866582597280898,0.0048751525786791565
171,0.513,0.0003776923662053844,0.004735235910522338
172,0.516,0.00036892161670691153,0.004599334844690185
173,0.519,0.00036034222459926387,0.004467334133569656
174,0.522,0.00035195045900244756,0.004339121837149196
175,0.525,0.00034374264473390663,0.004214589228090839
176,0.528,0.0003357151622086722,0.0040936306995263535
177,0.531,0.0003278644472992745,0.003976143675500195
178,0.534,0.0003201869911566835,0.00386202852398228
179,0.537,0.0003126793399954517,0.003751188472377423
180,0.54,0.0003053380948448805,0.00364352952545975
181,0.543,0.0002981599112686534,0.003538960385662343
182,0.546,0.00029114149905460414,0.0034373923756545297
183,0.549,0.0002842796218767817,0.003338739363141094
184,0.552,0.0002775710969318626,0.0032429176878200072
185,0.555,0.0002710127945513677,0.0031498460904363585
186,0.558,0.0002646016377913749,0.0030594456438722186
187,0.561,0.0002583346020017881,0.002971639686214664
188,0.5640000000000001,0.0002522087143760508,0.0028863537557442293
189,0.5670000000000001,0.0002462210534834652,0.002803515527789696
190,0.5700000000000001,0.00024036874878485717,0.0027230547533946938
191,0.5730000000000001,0.0002346489801334849,0.002644903199744894
192,0.5760000000000001,0.0002290589772620602,0.0025689945923047554
193,0.579,0.0002235960192574599,0.002495264558615106
194,0.582,0.00021825743402383753,0.0024236505737034943
195,0.585,0.00021304059773563975,0.002354091907061531
196,0.588,0.00020794293428139207,0.0022865295711437693
197,0.591,0.00020296191469914212,0.0022209062713447482
198,0.594,0.00019809505660481965,0.0021571663574117424
199,0.597,0.00019333992361401933,0.0020952557762518318
200,0.6,0.00018869412475832741,0.00203512202609358
201,0.603,0.00018415531389696596,0.0019767141119641112
202,0.606,0.0001797211891242156,0.0019199825024439694
203,0.609,0.00017538949217402506,0.001864879087663413
204,0.612,0.00017115800782163096,0.0018113571385038189
205,0.615,0.00016702456328354545,0.0017593712669702962
206,0.618,0.0001629870276159684,0.0017088773877013783
207,0.621,0.0001590433111127859,0.0016598326805836285
208,0.624,0.00015519136470310804,0.0016121955544389328
209,0.627,0.00015142917934934063,0.0015659256117542839
210,0.63,0.00014775478544596805,0.001520983614423511
211,0.633,0.00014416625221954645,0.0014773314504723627
212,0.636,0.00014066168713060487,0.001434932101738631
213,0.639,0.00013723923527748192,0.0013937496124798005
214,0.642,0.00013389707880268604,0.0013537490588815624
215,0.645,0.00013063343630211383,0.0013148965194415736
216,0.648,0.00012744656223740358,0.0012771590462031205
217,0.651,0.00012433474635186633,0.001240504636814437
218,0.654,0.00012129631309019693,0.0012049022073898968
219,0.657,0.0001183296210219926,0.0011703215661500361
220,0.66,0.00011543306226990117,0.0011367333878181363
221,0.663,0.00011260506194204242,0.0011041091887516756
222,0.666,0.00010984407756938004,0.0010724213027874276
223,0.669,0.00010714859854782157,0.001041642857779868
224,0.672,0.00010451714558560996,0.001011747752812815
225,0.675,0.00010194827015610739,0.0009827106360653928
226,0.678,9.944055395572702e-05,0.0009545068833127438
227,0.681,9.699260836772213e-05,0.000927112577044256
228,0.684,9.460307393172343e-05,0.0009005044861808994
229,0.687,9.2270619818865e-05,0.0008746600463744863
230,0.6900000000000001,8.999394331319603e-05,0.0008495573408727596
231,0.6930000000000001,8.777176929880012e-05,0.000825175081933187
232,0.6960000000000001,8.560284975350921e-05,0.0008014925927706845
233,0.6990000000000001,8.348596324822396e-05,0.0007784897900228673
234,0.7020000000000001,8.141991445303558e-05,0.0007561471667190378
235,0.705,7.940353364939167e-05,0.0007344457757377138
236,0.708,7.743567624869224e-05,0.0007133672137389599
237,0.711,7.551522231740247e-05,0.0006928936055579334
238,0.714,7.364107610842259e-05,0.0006730075890461711
239,0.717,7.181216559917223e-05,0.0006536923003482396
240,0.72,7.002744203590269e-05,0.0006349313596005428
241,0.723,6.828587948471332e-05,0.0006167088570408938
242,0.726,6.65864743889759e-05,0.0005990093395166043
243,0.729,6.492824513322649e-05,0.0005818177973797417
244,0.732,6.33102316137135e-05,0.0005651196517586503
245,0.735,6.173149481538183e-05,0.0005489007421947567
246,0.738,6.019111639494815e-05,0.0005331473146338024
247,0.741,5.8688198271342417e-05,0.0005178460097625678
248,0.744,5.722186222140596e-05,0.0005029838516793411
249,0.747,5.579124948292905e-05,0.0004885482368902923
250,0.75,5.4395520363641645e-05,0.0004745269236213326
251,0.753,5.303385385664569e-05,0.0004609080214367818
252,0.756,5.170544726191668e-05,0.00044767998115589685
253,0.759,5.0409515814419855e-05,0.00043483158505899165
254,0.762,4.91452923181398e-05,0.0004223519373743743
255,0.765,4.791202678638608e-05,0.0004102304550385033
256,0.768,4.670898608826973e-05,0.0003984568587214378
257,0.771,4.553545360106941e-05,0.0003870211641094631
258,0.774,4.439072886872759e-05,0.000375913673438277
259,0.777,4.327412726616978e-05,0.00036512496726892244
260,0.78,4.218497966972028e-05,0.00035464589650000683
261,0.783,4.1122632133141313e-05,0.00034446757460894603
262,0.786,4.008644556947956e-05,0.0003345813701159172
263,0.789,3.9075795438758244e-05,0.0003249788992643095
264,0.792,3.8090071440988856e-05,0.0003156520189107987
265,0.795,3.712867721524618e-05,0.0003065928196200724
266,0.798,3.619103004369535e-05,0.00029779361895718507
267,0.801,3.5276560561563204e-05,0.00028924695497279453
268,0.804,3.4384712471985165e-05,0.00028094557987503937
269,0.807,3.3514942266788925e-05,0.0002728824538835706
270,0.81,3.266671895192093e-05,0.0002650507392593517
271,0.8130000000000001,3.183952377825676e-05,0.000257443794506108
272,0.8160000000000001,3.103284997765142e-05,0.0002500551687382706
273,0.8190000000000001,3.0246202503883038e-05,0.00024287859621039182
274,0.8220000000000001,2.9479097778567425e-05,0.00023590799100372655
275,0.8250000000000001,2.8731063441851226e-05,0.00022913744186497503
276,0.8280000000000001,2.8001638108202693e-05,0.00022256120719366877
277,0.8310000000000001,2.7290371126786815e-05,0.0002161737101730056
278,0.834,2.6596822346432253e-05,0.00020996953404058688
279,0.837,2.5920561885309662e-05,0.00020394341749483102
280,0.84,2.5261169905268688e-05,0.0001980902502333401
281,0.843,2.46182363902714e-05,0.00019240506861909032
282,0.846,2.3991360929758555e-05,0.00018688305147131356
283,0.849,2.3380152505819855e-05,0.0001815195159768397
284,0.852,2.2784229284949683e-05,0.00017630991371905133
285,0.855,2.2203218413995105e-05,0.00017124982682075092
286,0.858,2.1636755820005213e-05,0.00016633496419760633
287,0.861,2.1084486014332014e-05,0.00016156115791916435
288,0.864,2.0546061900630397e-05,0.00015692435967446436
289,0.867,2.002114458681602e-05,0.00015242063733880416
290,0.87,1.950940320096838e-05,0.00014804617163940406
291,0.873,1.9010514710806734e-05,0.00014379725291639248
292,0.876,1.8524163746982374e-05,0.0001396702779769419
293,0.879,1.8050042430314462e-05,0.00013566174703980174
294,0.882,1.7587850202025203e-05,0.0001317682607671717
295,0.885,1.7137293658045287e-05,0.00012798651738212788
296,0.888,1.6698086386746736e-05,0.00012431330986870104
297,0.891,1.6269948809632878e-05,0.00012074552325207064
298,0.894,1.585260802578729e-05,0.0001172801319569789
299,0.897,1.5445797659669204e-05,0.00011391419724220543
300,0.9,1.5049257711741005e-05,0.00011064486470815159
301,0.903,1.4662734412616328e-05,0.00010746936187642795
302,0.906,1.4285980080233558e-05,0.00010438499583865218
303,0.909,1.3918752979861405e-05,0.00010138915097273865
304,0.912,1.3560817187508268e-05,9.847928672491827e-05
305,0.915,1.3211942455863896e-05,9.565293545516415e-05
306,0.918,1.2871904083362459e-05,9.29077003445706e-05
307,0.921,1.2540482786088732e-05,9.024125336293922e-05
308,0.924,1.2217464572300988e-05,8.765133329439461e-05
309,0.927,1.190264061968709e-05,8.513574381978908e-05
310,0.93,1.1595807155500542e-05,8.269235165429274e-05
311,0.933,1.1296765339091996e-05,8.031908473825416e-05
312,0.936,1.1005321147200544e-05,7.801393048011395e-05
313,0.9390000000000001,1.0721285261352637e-05,7.577493404942984e-05
314,0.9420000000000001,1.0444472958467153e-05,7.360019671950696e-05
315,0.9450000000000001,1.0174704002939864e-05,7.1487874256863e-05
316,0.9480000000000001,9.911802542058632e-06,6.943617535758391e-05
317,0.9510000000000001,9.65559700281291e-06,6.744336012789423e-05
318,0.9540000000000001,9.405919991948829e-06,6.550773860916223e-05
319,0.9570000000000001,9.162608197233136e-06,6.362766934428936e-05
320,0.96,8.925502291787746e-06,6.180155798603807e-05
321,0.963,8.694446839931166e-06,6.0027855944762584e-05
322,0.966,8.469290205563512e-06,5.830505907533938e-05
323,0.969,8.249884462420714e-06,5.663170640161664e-05
324,0.972,8.03608530609772e-06,5.500637887720263e-05
325,0.975,7.82775196856134e-06,5.342769818244304e-05
326,0.978,7.624747134223577e-06,5.1894325555342255e-05
327,0.981,7.426936858044429e-06,5.040496065637669e-05
328,0.984,7.234190485183881e-06,4.8958340465546734e-05
329,0.987,7.0463805731708835e-06,4.7553238211684926e-05
330,0.99,6.863382814940793e-06,4.618846233169669e-05
331,0.993,6.685075964444227e-06,4.486285546044559e-05
332,0.996,6.511341763359186e-06,4.357529344907391e-05
333,0.999,6.34206486978079e-06,4.2324684411718465e-05
334,1.002,6.1771327884364325e-06,4.1109967799627794e-05
335,1.0050000000000001,6.016435802589691e-06,3.9930113501799504e-05
336,1.008,5.859866907216571e-06,3.878412097126996e-05
337,1.0110000000000001,5.707321744173234e-06,3.7671018376828656e-05
338,1.014,5.558698538487824e-06,3.658986177869654e-05
339,1.0170000000000001,5.413898036251886e-06,3.553973432818453e-05
340,1.02,5.27282344391089e-06,3.451974549009439e-05
341,1.0230000000000001,5.1353803690294465e-06,3.352903028753415e-05
342,1.026,5.001476762305165e-06,3.256674856839765e-05
343,1.029,4.871022861188313e-06,3.163208429303601e-05
344,1.032,4.743931134215819e-06,3.072424484187071e-05
345,1.035,4.620116227516781e-06,2.984246034371449e-05
346,1.038,4.499494911834382e-06,2.8985983022563948e-05
347,1.041,4.381986030927898e-06,2.8154086563479595e-05
348,1.044,4.267510451503119e-06,2.734606549681932e-05
349,1.047,4.15599101390455e-06,2.6561234599769673e-05
350,1.05,4.047352484367795e-06,2.5798928315532388e-05
351,1.053,3.941521508026817e-06,2.5058500188749292e-05
352,1.056,3.838426563011681e-06,2.4339322317107993e-05
353,1.059,3.737997916092598e-06,2.3640784819217495e-05
354,1.062,3.6401675790130957e-06,2.296229531736075e-05
355,1.065,3.5448692656328547e-06,2.230327843487879e-05
356,1.068,3.452038350520772e-06,2.166317530839717e-05
357,1.071,3.3616118283481897e-06,2.1041443113960513e-05
358,1.074,3.273528274302501e-06,2.043755460667927e-05
359,1.077,3.187727805088382e-06,1.9850997673420106e-05
360,1.08,3.1041520414457065e-06,1.928127489874961e-05
361,1.083,3.0227440712010375e-06,1.8727903143100327e-05
362,1.086,2.943448413040386e-06,1.8190413132884423e-05
363,1.089,2.86621098159672e-06,1.7668349062698987e-05
364,1.092,2.790979052983378e-06,1.716126820875327e-05
365,1.095,2.7177012312715475e-06,1.666874055337595e-05
366,1.098,2.6463274159026584e-06,1.61903484204197e-05
367,1.101,2.576808769602573e-06,1.5725686120996335e-05
368,1.104,2.509097687293151e-06,1.527435960946763e-05
369,1.107,2.4431477657134066e-06,1.4835986149321883e-05
370,1.11,2.3789137736063715e-06,1.4410193988490266e-05
371,1.113,2.316351622859498e-06,1.3996622044270298e-05
372,1.116,2.255418340215157e-06,1.3594919596956149e-05
373,1.119,2.196072039538804e-06,1.3204745992513587e-05
374,1.122,2.138271895026078e-06,1.2825770353640097e-05
375,1.125,2.081978114829531e-06,1.2457671299198686e-05
376,1.1280000000000001,2.027151915421603e-06,1.2100136671678994e-05
377,1.131,1.973755496574069e-06,1.1752863272504393e-05
378,1.1340000000000001,1.921752016996678e-06,1.141555660492845e-05
379,1.137,1.871105570224492e-06,1.1087930624116779e-05
380,1.1400000000000001,1.8217811616307982e-06,1.0769707494770756e-05
381,1.143,1.7737446856280904e-06,1.0460617355458934e-05
382,1.1460000000000001,1.7269629035227726e-06,1.0160398089771594e-05
383,1.149,1.68140342186435e-06,9.868795104004068e-06
384,1.1520000000000001,1.6370346714797424e-06,9.585561111320604e-06
385,1.155,1.5938258867899037e-06,9.310455922060651e-06
386,1.158,1.5517470855712586e-06,9.043246239773702e-06
387,1.161,1.5107690497503059e-06,8.783705463822007e-06
388,1.164,1.4708633060273033e-06,8.531613496922707e-06
389,1.167,1.4320021072807655e-06,8.286756558556193e-06
390,1.17,1.394158414397419e-06,8.048927003712361e-06
391,1.173,1.3573058786050499e-06,7.817923146811062e-06
392,1.176,1.3214188239981777e-06,7.59354909060942e-06
393,1.179,1.2864722308514756e-06,7.375614560144622e-06
394,1.182,1.2524417188809683e-06,7.163934741258535e-06
395,1.185,1.2193035314448987e-06,6.95833012399857e-06
396,1.188,1.18703451984211e-06,6.758626350405734e-06
397,1.191,1.1556121277590595e-06,6.564654066455076e-06
398,1.194,1.1250143766309458e-06,6.376248778661967e-06
399,1.197,1.0952198510583445e-06,6.193250714449665e-06
400,1.2,1.0662076845269646e-06,6.015504686815662e-06
401,1.203,1.0379575456105698e-06,5.842859962472997e-06
402,1.206,1.0104496244521897e-06,5.6751701342531195e-06
403,1.209,9.836646196755372e-07,5.512292996832119e-06
404,1.212,9.575837254834145e-07,5.354090426212382e-06
405,1.215,9.321886191768361e-07,5.200428262567383e-06
406,1.218,9.074614488381228e-07,5.051176196368236e-06
407,1.221,8.833848214957093e-07,4.906207657968734e-06
408,1.224,8.599417916724103e-07,4.7653997103745895e-06
409,1.227,8.371158497781127e-07,4.628632944808714e-06
410,1.23,8.148909111916084e-07,4.495791379486258e-06
411,1.233,7.932513054885093e-07,4.366762361339427e-06
412,1.236,7.721817659711876e-07,4.241436470434579e-06
413,1.239,7.516674193499083e-07,4.119707427161238e-06
414,1.242,7.316937758563685e-07,4.0014720021714535e-06
415,1.245,7.122467193915622e-07,3.886629928760928e-06
416,1.248,6.933124981181009e-07,3.7750838178956934e-06
417,1.2510000000000001,6.748777151241154e-07,3.6667390755965326e-06
418,1.254,6.569293194640478e-07,3.5615038227231855e-06
419,1.2570000000000001,6.394545972721189e-07,3.4592888170158726e-06
420,1.26,6.2244116338818e-07,3.360007377603046e-06
421,1.2630000000000001,6.058769526369832e-07,3.2635753111927507e-06
422,1.266,5.897502119686063e-07,3.1699108409263096e-06
423,1.2690000000000001,5.740494923764674e-07,3.0789345369145197e-06
424,1.272,5.587636411323373e-07,2.9905692488540583e-06
425,1.2750000000000001,5.4388179432082e-07,2.904740040760242e-06
426,1.278,5.293933693398694e-07,2.8213741272033405e-06
427,1.281,5.152880578410124e-07,2.7404008117879784e-06
428,1.284,5.015558185833839e-07,2.6617514270378456e-06
429,1.287,4.881868706792612e-07,2.5853592762178174e-06
430,1.29,4.7517168697691625e-07,2.511159576817766e-06
431,1.293,4.625009874281277e-07,2.439089405556702e-06
432,1.296,4.5016573295237366e-07,2.369087645104131e-06
433,1.299,4.3815711910965533e-07,2.301094932140605e-06
434,1.302,4.264665701768731e-07,2.2350536071193943e-06
435,1.305,4.150857332249332e-07,2.1709076652852066e-06
436,1.308,4.040064723824729e-07,2.108602709190239e-06
437,1.311,3.9322086337349084e-07,2.0480859026454847e-06
438,1.314,3.827211879614837e-07,1.9893059257749652e-06
439,1.317,3.7249992886068117e-07,1.9322129317367466e-06
440,1.32,3.6254976427111864e-07,1.8767585041670751e-06
441,1.323,3.528635631068696e-07,1.8228956162602559e-06
442,1.326,3.4343437996206103e-07,1.770578590903977e-06
443,1.329,3.3425545038840753e-07,1.7197630619190136e-06
444,1.332,3.253201861910073e-07,1.6704059363912605e-06
445,1.335,3.166221710287178e-07,1.6224653582542243e-06
446,1.338,3.0815515578554823e-07,1.5759006726607267e-06
447,1.341,2.999130543295346e-07,1.5306723915133995e-06
448,1.344,2.9188993940929727e-07,1.4867421600422252e-06
449,1.347,2.8408003848887816e-07,1.444072724332703e-06
450,1.35,2.7647772975093814e-07,1.4026278996176626e-06
451,1.353,2.6907753823836676e-07,1.362372539588725e-06
452,1.356,2.6187413185163594e-07,1.3232725066193205e-06
453,1.359,2.5486231814193576e-07,1.2852946429218952e-06
454,1.362,2.480370401796103e-07,1.248406742279589e-06
455,1.365,2.4139337334364166e-07,1.2125775227698081e-06
456,1.368,2.3492652187594094e-07,1.177776600303668e-06
457,1.371,2.2863181546229962e-07,1.1439744628144015e-06
458,1.374,2.2250470604415065e-07,1.1111424451831192e-06
459,1.377,2.1654076460586009e-07,1.0792527050308331e-06
460,1.3800000000000001,2.107356782158372e-07,1.0482781990429537e-06
461,1.383,2.0508524690950997e-07,1.0181926600826227e-06
462,1.3860000000000001,1.995853806961054e-07,9.889705747799149e-07
