iteration,time,y position,Calculated Solution,Exact Solution
5,0.015,17,1.2424766330854502,1.2415182798324236
5,0.015,18,1.1671464481922948,1.1664941274015084
5,0.015,19,1.085238231136415,1.084908005110666
5,0.015,20,1.0000000000000002,1.0
6,0.018000000000000002,0,0.0,0.0
6,0.018000000000000002,1,0.18135689975187783,0.18097209553426447
6,0.018000000000000002,2,0.35947935668330816,0.35871922340501095
6,0.018000000000000002,3,0.5312125706905833,0.5300958253556516
6,0.018000000000000002,4,0.6935590660354692,0.6921132066203146
6,0.018000000000000002,5,0.843752499145934,0.8420131275078897
6,0.018000000000000002,6,0.9793257751758576,0.9773357204172961
6,0.018000000000000002,7,1.098171796067963,1.0959800599416527
6,0.018000000000000002,8,1.1985953443010426,1.1962558946243689
6,0.018000000000000002,9,1.2793548247714357,1.2769252665596267
6,0.018000000000000002,10,1.339692836985099,1.3372329940245702
6,0.018000000000000002,11,1.3793548247714362,1.3769252665596268
6,0.018000000000000002,12,1.3985953443010433,1.3962558946243688
6,0.018000000000000002,13,1.3981717960679638,1.3959800599416528
6,0.018000000000000002,14,1.3793257751758585,1.377335720417296
6,0.018000000000000002,15,1.3437524991459346,1.3420131275078897
6,0.018000000000000002,16,1.2935590660354697,1.2921132066203147
6,0.018000000000000002,17,1.2312125706905834,1.2300958253556513
6,0.018000000000000002,18,1.1594793566833084,1.158719223405011
6,0.018000000000000002,19,1.081356899751878,1.0809720955342645
6,0.018000000000000002,20,1.0000000000000002,1.0
7,0.021,0,-0.0,0.0
7,0.021,1,0.17758696241020872,0.17715101520154564
7,0.021,2,0.3520323103690265,0.3511711504188034
7,0.021,3,0.5202717863992764,0.5190066183234938
7,0.021,4,0.6793939421867706,0.6777559186223066
7,0.021,5,0.8267118281003492,0.8247412826236492
7,0.021,6,0.9598291548092737,0.9575746087898399
7,0.021,7,1.0766992978793786,1.0742162657226184
7,0.021,8,1.1756756924589964,1.1730253146573206
7,0.021,9,1.2555523771702426,1.2527999148212283
7,0.021,10,1.3155936888804947,1.3128069167420728
7,0.021,11,1.3555523771702431,1.3527999148212282
7,0.021,12,1.3756756924589975,1.3730253146573208
7,0.021,13,1.3766992978793795,1.3742162657226182
7,0.021,14,1.3598291548092747,1.35757460878984
7,0.021,15,1.32671182810035,1.3247412826236493
7,0.021,16,1.2793939421867713,1.2777559186223066
7,0.021,17,1.2202717863992767,1.2190066183234936
7,0.021,18,1.1520323103690269,1.1511711504188036
7,0.021,19,1.077586962410209,1.0771510152015458
7,0.021,20,1.0000000000000002,1.0
8,0.024,0,0.0,0.0
8,0.024,1,0.17392522210719502,0.17344141399611368
8,0.024,2,0.3447989939618787,0.3438432907010778
8,0.024,3,0.5096450021439393,0.5082409363194971
8,0.024,4,0.6656353567798855,0.663817501152227
8,0.024,5,0.8101602235767607,0.8079733397845559
8,0.024,6,0.9408920866039784,0.938390022984043
8,0.024,7,1.0558430594601171,1.0530874251226465
8,0.024,8,1.1534138336335378,1.150472481441347
8,0.024,9,1.2324330587857433,1.2293784145915918
8,0.024,10,1.2921861852841998,1.2890934645659302
8,0.024,11,1.3324330587857438,1.329378414591592
8,0.024,12,1.3534138336335388,1.350472481441347
8,0.024,13,1.355843059460118,1.3530874251226463
8,0.024,14,1.3408920866039795,1.338390022984043
8,0.024,15,1.3101602235767613,1.307973339784556
8,0.024,16,1.265635356779886,1.2638175011522272
8,0.024,17,1.2096450021439396,1.2082409363194968
8,0.024,18,1.144798993961879,1.1438432907010778
8,0.024,19,1.0739252221071953,1.0734414139961137
8,0.024,20,1.0000000000000002,1.0
9,0.027,0,-0.0,0.0
9,0.027,1,0.17036857359250693,0.16984003954043694
9,0.027,2,0.3377732734227738,0.3367292195810997
9,0.027,3,0.4993232061371199,0.49778934057643975
9,0.027,4,0.6522716421791166,0.6502857337601422
9,0.027,5,0.794083649387139,0.791694597765998
9,0.027,6,0.9224985114371435,0.9197651429935562
9,0.027,7,1.0355853941814523,1.0325750135180294
9,0.027,8,1.1317908891935404,1.128577621873096
9,0.027,9,1.2099772638389643,1.206640231167151
9,0.027,10,1.2694504760287395,1.266071846824913
9,0.027,11,1.309977263838965,1.306640231167151
9,0.027,12,1.3317908891935415,1.3285776218730962
9,0.027,13,1.3355853941814533,1.3325750135180292
9,0.027,14,1.3224985114371446,1.3197651429935564
9,0.027,15,1.29408364938714,1.2916945977659982
9,0.027,16,1.2522716421791171,1.2502857337601423
9,0.027,17,1.1993232061371202,1.1977893405764397
9,0.027,18,1.1377732734227741,1.1367292195810998
9,0.027,19,1.0703685735925073,1.069840039540437
9,0.027,20,1.0000000000000002,1.0
10,0.03,0,0.0,0.0
10,0.03,1,0.1669140007363647,0.16634373434433958
10,0.03,2,0.33094919075927753,0.32982269982640455
10,0.03,3,0.48929764522927677,0.48764266770093234
10,0.03,4,0.6392914656094068,0.6371487525248942
10,0.03,5,0.778468472181445,0.7758907842481622
10,0.03,6,0.9046328310820713,0.9016836395317916
10,0.03,7,1.0159091230201376,1.0126610467366344
10,0.03,8,1.1107885223237748,1.1073215397248952
10,0.03,9,1.1881659492359409,1.1845654289395249
10,0.03,10,1.2473672806455878,1.2437218794107743
10,0.03,11,1.2881659492359414,1.284565428939525
10,0.03,12,1.3107885223237759,1.3073215397248954
10,0.03,13,1.3159091230201385,1.3126610467366344
10,0.03,14,1.3046328310820725,1.3016836395317917
10,0.03,15,1.2784684721814459,1.2758907842481624
10,0.03,16,1.2392914656094074,1.2371487525248943
10,0.03,17,1.1892976452292772,1.1876426677009322
10,0.03,18,1.1309491907592777,1.1298226998264047
10,0.03,19,1.0669140007363649,1.0663437343443398
10,0.03,20,1.0000000000000002,1.0
11,0.033,0,-0.0,0.0
11,0.033,1,0.16355857397178283,0.16294943303668497
11,0.033,2,0.3243209589730808,0.32311767617432996
11,0.033,3,0.47955981748588133,0.4777920216394496
11,0.033,4,0.6266838195458524,0.6243950396524569
11,0.033,5,0.7633014498861949,0.7605480433028361
11,0.033,6,0.8872798949804955,0.8841296597152886
11,0.033,7,0.9967975599901502,0.9933280652903556
11,0.033,8,1.0903889224748153,1.0866855988145345
11,0.033,9,1.166980618418681,1.163134653917057
11,0.033,10,1.22591787201483,1.222023967081917
11,0.033,11,1.2669806184186816,1.2631346539170571
11,0.033,12,1.2903889224748164,1.2866855988145347
11,0.033,13,1.2967975599901516,1.2933280652903554
11,0.033,14,1.2872798949804969,1.2841296597152887
11,0.033,15,1.2633014498861959,1.2605480433028362
11,0.033,16,1.2266838195458531,1.224395039652457
11,0.033,17,1.179559817485882,1.1777920216394495
11,0.033,18,1.124320958973081,1.12311767617433
11,0.033,19,1.0635585739717832,1.062949433036685
11,0.033,20,1.0000000000000002,1.0
12,0.036000000000000004,0,0.0,0.0
12,0.036000000000000004,1,0.16029944781022162,0.15965415967782426
12,0.036000000000000004,2,0.31788295715247555,0.316608270023089
12,0.036000000000000004,3,0.4701014649775585,0.46822876587875234
12,0.036000000000000004,4,0.6144380123790392,0.6120134133777579
12,0.036000000000000004,5,0.7485697204748422,0.7456529232452802
12,0.036000000000000004,6,0.8704249873945175,0.867087813164762
12,0.036000000000000004,7,0.9782344979925449,0.9745591190675784
12,0.036000000000000004,8,1.0705747902592346,1.066651706666073
12,0.036000000000000004,9,1.146403305679607,1.1423291167562821
12,0.036000000000000004,10,1.2050840604840845,1.200959086283346
12,0.036000000000000004,11,1.2464033056796073,1.2423291167562822
12,0.036000000000000004,12,1.2705747902592355,1.2666517066660732
12,0.036000000000000004,13,1.2782344979925462,1.2745591190675782
12,0.036000000000000004,14,1.2704249873945188,1.2670878131647623
12,0.036000000000000004,15,1.2485697204748432,1.2456529232452802
12,0.036000000000000004,16,1.2144380123790401,1.212013413377758
12,0.036000000000000004,17,1.1701014649775592,1.1682287658787522
12,0.036000000000000004,18,1.117882957152476,1.116608270023089
12,0.036000000000000004,19,1.060299447810222,1.0596541596778244
12,0.036000000000000004,20,1.0000000000000002,1.0
13,0.039,0,-0.0,0.0
13,0.039,1,0.1571338584285394,0.1564550251504537
13,0.039,2,0.31162972570567693,0.3102887742777305
13,0.039,3,0.4609145667771491,0.4589445158738606
13,0.039,4,0.60254365934828,0.5999930181611126
13,0.039,5,0.7342607910604452,0.7311923648405195
13,0.039,6,0.8540538149272793,0.8505431585116532
13,0.039,7,0.9602041950714151,0.9563377524722416
13,0.039,8,1.051329322781276,1.0472022986473342
13,0.039,9,1.1264165609261716,1.1221305762884468
13,0.039,10,1.184848178443205,1.1805087684678452
13,0.039,11,1.2264165609261723,1.222130576288447
13,0.039,12,1.2513293227812772,1.2472022986473343
13,0.039,13,1.2602041950714165,1.2563377524722414
13,0.039,14,1.2540538149272809,1.250543158511653
13,0.039,15,1.2342607910604464,1.2311923648405196
13,0.039,16,1.2025436593482812,1.1999930181611127
13,0.039,17,1.1609145667771499,1.1589445158738605
13,0.039,18,1.1116297257056775,1.1102887742777305
13,0.039,19,1.0571338584285397,1.0564550251504539
13,0.039,20,1.0000000000000002,1.0
14,0.042,0,0.0,0.0
14,0.042,1,0.15405912132519917,0.15334922462659273
14,0.042,2,0.3055559617309481,0.304153648346467
14,0.042,3,0.4519913321577565,0.4499311316969379
14,0.042,4,0.5909906737350709,0.5883233151706735
14,0.042,5,0.7203625273013776,0.7171536898537125
14,0.042,6,0.8381524944017944,0.8344811902983444
14,0.042,7,0.9426913610643077,0.938647989996459
14,0.042,8,1.032636199387565,1.0283203225701874
14,0.042,9,1.1070034348827298,1.1025213235266411
14,0.042,10,1.1651930653416933,1.1606550839037548
14,0.042,11,1.2070034348827305,1.2025213235266412
14,0.042,12,1.232636199387566,1.2283203225701875
14,0.042,13,1.242691361064309,1.2386479899964589
14,0.042,14,1.238152494401796,1.2344811902983444
14,0.042,15,1.2203625273013787,1.2171536898537125
14,0.042,16,1.190990673735072,1.1883233151706736
14,0.042,17,1.1519913321577573,1.1499311316969378
14,0.042,18,1.1055559617309487,1.1041536483464671
14,0.042,19,1.0540591213251995,1.0533492246265928
14,0.042,20,1.0000000000000002,1.0
15,0.045,0,-0.0,0.0
15,0.045,1,0.15107262904374189,0.15033403510846288
15,0.045,2,0.2996565145196027,0.298197513282984
15,0.045,3,0.4433241939860089,0.4411807109006436
15,0.045,4,0.579769258309292,0.5769940730425545
15,0.045,5,0.7068631431110928,0.7035245899345617
15,0.045,6,0.8227075410876561,0.8188878262605609
15,0.045,7,0.9256811446357712,0.9214743222140611
15,0.045,8,1.0144795678267724,1.0099892237401136
15,0.045,9,1.0881474647171134,1.0834841661395165
15,0.045,10,1.1461020531361077,1.1413806259551538
15,0.045,11,1.188147464717114,1.1834841661395166
15,0.045,12,1.2144795678267735,1.2099892237401138
15,0.045,13,1.2256811446357725,1.2214743222140612
15,0.045,14,1.2227075410876576,1.218887826260561
15,0.045,15,1.2068631431110939,1.203524589934562
15,0.045,16,1.1797692583092931,1.1769940730425545
15,0.045,17,1.1433241939860097,1.1411807109006435
15,0.045,18,1.0996565145196033,1.098197513282984
15,0.045,19,1.0510726290437424,1.0503340351084631
15,0.045,20,1.0000000000000002,1.0
16,0.048,0,0.0,0.0
16,0.048,1,0.14817184896159605,0.14740681304111064
16,0.048,2,0.29392638118807063,0.2924151470704708
16,0.048,3,0.4349058023049352,0.43268558158969467
16,0.048,4,0.5688698970209048,0.5659953589105231
16,0.048,5,0.6937511906632183,0.6902931158260182
16,0.048,6,0.8077058572656367,0.8037493949808022
16,0.048,7,0.9091591206830388,0.9048016921827682
16,0.048,8,0.9968440308064971,0.9921929304419431
16,0.048,9,1.069832660079726,1.0650024133779812
16,0.048,10,1.1275589521551328,1.122668495820663
16,0.048,11,1.1698326600797269,1.165002413377981
16,0.048,12,1.1968440308064983,1.1921929304419434
16,0.048,13,1.2091591206830399,1.2048016921827682
16,0.048,14,1.207705857265638,1.2037493949808025
16,0.048,15,1.1937511906632197,1.1902931158260182
16,0.048,16,1.168869897020906,1.1659953589105232
16,0.048,17,1.1349058023049359,1.1326855815896946
16,0.048,18,1.093926381188071,1.0924151470704708
16,0.048,19,1.0481718489615965,1.0474068130411107
16,0.048,20,1.0000000000000002,1.0
17,0.051000000000000004,0,-0.0,0.0
17,0.051000000000000004,1,0.14535432114234859,0.14456499199468145
17,0.051000000000000004,2,0.28836070243532425,0.2868014800432388
17,0.051000000000000004,3,0.42672901810101127,0.4244382956945631
17,0.051000000000000004,4,0.558283346930095,0.5553175296974027
17,0.051000000000000004,5,0.6810155506835037,0.6774476668878193
17,0.051000000000000004,6,0.7931347211204834,0.7890526239019844
17,0.051000000000000004,7,0.8931112781031691,0.8886154822430785
17,0.051000000000000004,8,0.9797146329359634,0.9749158398490477
17,0.051000000000000004,9,1.052043489543313,1.0470598614416533
17,0.051000000000000004,10,1.109548037370319,1.1045022877174913
17,0.051000000000000004,11,1.1520434895433138,1.1470598614416534
17,0.051000000000000004,12,1.1797146329359645,1.174915839849048
17,0.051000000000000004,13,1.1931112781031703,1.1886154822430783
17,0.051000000000000004,14,1.1931347211204848,1.1890526239019845
17,0.051000000000000004,15,1.181015550683505,1.1774476668878195
17,0.051000000000000004,16,1.1582833469300962,1.1553175296974028
17,0.051000000000000004,17,1.1267290181010121,1.124438295694563
17,0.051000000000000004,18,1.0883607024353248,1.0868014800432388
17,0.051000000000000004,19,1.0453543211423488,1.0445649919946816
17,0.051000000000000004,20,1.0000000000000002,1.0
18,0.054,0,0.0,0.0
18,0.054,1,0.1426176562496549,0.14180608041431314
18,0.054,2,0.282954758422065,0.2813515904419134
18,0.054,3,0.41878690725009254,0.41643162244141185
18,0.054,4,0.5480006303690211,0.5449512236605433
18,0.054,5,0.6686454230203881,0.6649769809256765
18,0.054,6,0.7789817759524919,0.7747846276907798
18,0.054,7,0.8775240079112697,0.8729015012022967
18,0.054,8,0.9630768480434646,0.9581428043436259
18,0.054,9,1.0347648674319105,1.0296407792722484
18,0.054,10,1.0920540350608543,1.086866074497733
18,0.054,11,1.134764867431911,1.1296407792722483
18,0.054,12,1.1630768480434657,1.1581428043436262
18,0.054,13,1.177524007911271,1.1729015012022965
18,0.054,14,1.1789817759524934,1.1747846276907798
18,0.054,15,1.1686454230203893,1.1649769809256765
18,0.054,16,1.1480006303690222,1.1449512236605432
18,0.054,17,1.1187869072500933,1.1164316224414117
18,0.054,18,1.0829547584220656,1.0813515904419135
18,0.054,19,1.0426176562496552,1.0418060804143132
18,0.054,20,1.0000000000000002,1.0
19,0.057,0,-0.0,0.0
19,0.057,1,0.13995953352102025,0.1391276594356753
19,0.057,2,0.2777039647681783,0.2760607000983013
19,0.057,3,0.4110727346370975,0.40865854201254365
19,0.057,4,0.5380130273285207,0.5348873521839526
19,0.057,5,0.6566303174861935,0.6528701243171915
19,0.057,6,0.7652350196987042,0.760932896940455
19,0.057,7,0.8623840916997255,0.8576459718924636
19,0.057,8,0.9469165668577931,0.9418591182360916
19,0.057,9,1.0179821410278014,1.012729894761436
19,0.057,10,1.0750621098610522,1.069744393684307
19,0.057,11,1.1179821410278021,1.1127298947614361
19,0.057,12,1.1469165668577943,1.1418591182360918
19,0.057,13,1.162384091699727,1.1576459718924634
19,0.057,14,1.1652350196987058,1.160932896940455
19,0.057,15,1.156630317486195,1.1528701243171915
19,0.057,16,1.1380130273285218,1.1348873521839526
19,0.057,17,1.111072734637098,1.1086585420125434
19,0.057,18,1.0777039647681788,1.0760607000983013
19,0.057,19,1.0399595335210206,1.0391276594356753
19,0.057,20,1.0000000000000002,1.0
20,0.06,0,0.0,0.0
20,0.06,1,0.13737769879973313,0.1365273807642401
20,0.06,2,0.27260386866506037,0.27092417024615184
20,0.06,3,0.403579958444456,0.401112239391805
20,0.06,4,0.5283120680633171,0.5251170918098899
20,0.06,5,0.644960044961175,0.6411164824258493
20,0.06,6,0.7518827947548508,0.7474852872032991
20,0.06,7,0.8476786904286485,0.8428355190912808
20,0.06,8,0.9312200850432155,0.9260505048719219
20,0.06,9,1.0016810781456345,0.996312381361085
20,0.06,10,1.058557852179581,1.0531222339142943
20,0.06,11,1.101681078145635,1.096312381361085
20,0.06,12,1.1312200850432166,1.126050504871922
20,0.06,13,1.1476786904286498,1.1428355190912807
20,0.06,14,1.1518827947548522,1.147485287203299
20,0.06,15,1.1449600449611765,1.1411164824258493
20,0.06,16,1.1283120680633183,1.1251170918098898
20,0.06,17,1.1035799584444568,1.101112239391805
20,0.06,18,1.0726038686650607,1.070924170246152
20,0.06,19,1.0373776987997334,1.0365273807642401
20,0.06,20,1.0000000000000002,1.0
21,0.063,0,-0.0,0.0
21,0.063,1,0.13486996262328216,0.13400296461642475
21,0.063,2,0.26765014509952184,0.2659374974541372
21,0.063,3,0.3963022246044794,0.3937860983895487
21,0.063,4,0.5188895259094565,0.5156318765029353
21,0.063,5,0.6336247087528829,0.6297057502946786
21,0.063,6,0.7389137780893995,0.7344300083430304
21,0.063,7,0.8333953335380403,0.8284571577954405
21,0.063,8,0.9159740915778407,0.9107031041146587
21,0.063,9,0.9858478550631619,0.9803738450841457
21,0.063,10,1.0425272659797558,1.0369850217777863
21,0.063,11,1.0858478550631623,1.0803738450841458
21,0.063,12,1.1159740915778413,1.1107031041146587
21,0.063,13,1.1333953335380413,1.1284571577954403
21,0.063,14,1.138913778089401,1.1344300083430305
21,0.063,15,1.1336247087528843,1.1297057502946788
21,0.063,16,1.1188895259094578,1.1156318765029354
21,0.063,17,1.0963022246044802,1.0937860983895487
21,0.063,18,1.0676501450995222,1.0659374974541374
21,0.063,19,1.0348699626232825,1.0340029646164248
21,0.063,20,1.0000000000000002,1.0
22,0.066,0,0.0,0.0
22,0.066,1,0.13243419836663528,0.13155219772080062
22,0.066,2,0.26283859318606484,0.26109630967748826
22,0.066,3,0.38923336141094683,0.386673695841917
22,0.066,4,0.509737410307885,0.5064233901397545
22,0.066,5,0.6226146962035135,0.618627923611424
22,0.066,6,0.7263169716413344,0.721755614197843
22,0.066,7,0.8195219083724345,0.814498281836077
22,0.066,8,0.9011656574655298,0.8958034601940921
22,0.066,9,0.9704690447983662,0.9649003118847834
22,0.066,10,1.0269567569105398,1.0213186090407094
22,0.066,11,1.0704690447983667,1.0649003118847835
22,0.066,12,1.1011656574655306,1.0958034601940922
22,0.066,13,1.1195219083724357,1.114498281836077
22,0.066,14,1.126316971641336,1.121755614197843
22,0.066,15,1.122614696203515,1.1186279236114243
22,0.066,16,1.1097374103078863,1.1064233901397547
22,0.066,17,1.0892333614109475,1.086673695841917
22,0.066,18,1.0628385931860653,1.0610963096774884
22,0.066,19,1.0324341983666356,1.0315521977208006
22,0.066,20,1.0000000000000002,1.0
23,0.069,0,-0.0,0.0
23,0.069,1,0.1300683404388069,0.12917293137761665
23,0.069,2,0.25816513260442353,0.2563963624248218
23,0.069,3,0.382367374285339,0.37976879597935936
23,0.069,4,0.5008479600282479,0.4974835592179706
23,0.069,5,0.611920670538126,0.607873289937306
23,0.069,6,0.7140816929935146,0.7094509925450305
23,0.069,7,0.8060466499090535,0.8009466528263602
23,0.069,8,0.8867822247717749,0.8813385099089686
23,0.069,9,0.9555316057230338,0.9498782154066905
23,0.069,10,1.0118331207781828,1.0061092602404171
23,0.069,11,1.0555316057230344,1.0498782154066906
23,0.069,12,1.0867822247717758,1.0813385099089685
23,0.069,13,1.1060466499090547,1.1009466528263603
23,0.069,14,1.1140816929935158,1.1094509925450304
23,0.069,15,1.1119206705381273,1.1078732899373063
23,0.069,16,1.100847960028249,1.0974835592179706
23,0.069,17,1.0823673742853397,1.0797687959793594
23,0.069,18,1.058165132604424,1.0563963624248218
23,0.069,19,1.0300683404388071,1.0291729313776168
23,0.069,20,1.0000000000000002,1.0
24,0.07200000000000001,0,0.0,0.0
24,0.07200000000000001,1,0.12777038253118342,0.1268630795749358
24,0.07200000000000001,2,0.25362580013934727,0.2518335350368008
24,0.07200000000000001,3,0.37569844069328096,0.3730653449594471
24,0.07200000000000001,4,0.4922136365871662,0.4888045457777558
24,0.07200000000000001,5,0.6015335629468167,0.5974324201916811
24,0.07200000000000001,6,0.7021975663137093,0.6975053553583925
24,0.07200000000000001,7,0.7929581307807642,0.7877903894315412
24,0.07200000000000001,8,0.8728115959742446,0.8672955711738838
24,0.07200000000000001,9,0.9410228705031166,0.9352943850888396
24,0.07200000000000001,10,0.9971435323487244,0.9913436406431834
24,0.07200000000000001,11,1.0410228705031173,1.0352943850888394
24,0.07200000000000001,12,1.0728115959742455,1.0672955711738839
24,0.07200000000000001,13,1.0929581307807652,1.0877903894315413
24,0.07200000000000001,14,1.1021975663137102,1.0975053553583924
24,0.07200000000000001,15,1.1015335629468177,1.0974324201916812
24,0.07200000000000001,16,1.092213636587167,1.088804545777756
24,0.07200000000000001,17,1.0756984406932817,1.073065344959447
24,0.07200000000000001,18,1.0536258001393477,1.0518335350368009
24,0.07200000000000001,19,1.0277703825311837,1.026863079574936
24,0.07200000000000001,20,1.0000000000000002,1.0
25,0.075,0,-0.0,0.0
25,0.075,1,0.12553837591612163,0.12462061715973265
25,0.075,2,0.24921674631969176,0.24740382707336278
25,0.075,3,0.3692209052068824,0.366557465559192
25,0.075,4,0.4838271178554074,0.48037874052993135
25,0.075,5,0.5914445648941334,0.587296160385133
25,0.075,6,0.6906545135556236,0.6859082293498757
25,0.075,7,0.7802452515853759,0.7750179569520401
25,0.075,8,0.8592419236189713,0.8536623319003165
25,0.075,9,0.9269305353565055,0.9211360346182484
